id,orientacion_politica,polarizacion,genero,edad,religiosidad,fork,pais,conservador/liberal,nivel educativo
5031,81.73333333333333,64.0,fem,48.0,1.0,8,Chile,19.30105673082774,1.0
5033,48.625,79.25,masc,36.0,0,8,Chile,59.00385478029874,2.0
5036,52.96666666666667,29.75,masc,34.0,20.0,8,Chile,58.373144853841794,2.0
5037,77.625,80.25,masc,36.0,0,7,Chile,50.173915809901544,1.0
5038,90.0,100.0,fem,36.0,79.0,8,Chile,64.04953419195428,1.0
5039,100.0,100.0,fem,45.0,93.0,8,Chile,0.0,1.0
5041,79.9,80.25,masc,36.0,17.0,7,Chile,52.69675551572931,1.0
5042,43.625,64.25,masc,28.0,81.0,7,Chile,69.72592353006675,0.0
5044,74.75,92.5,fem,32.0,28.0,8,Chile,50.80462573635848,2.0
5045,91.13333333333333,83.0,fem,62.0,9.0,7,Chile,55.85030514801402,1.0
5046,76.1,86.25,masc,17.0,0,7,Chile,43.42737764436241,1.0
5049,67.0,59.5,masc,29.0,0,7,Chile,56.48101507447097,2.0
5052,35.66666666666667,70.0,masc,47.0,40.0,7,Chile,75.40231286817925,2.0
5053,49.266666666666666,54.5,masc,49.0,61.0,8,Chile,59.63456470675568,1.0
5054,61.5,73.0,fem,36.0,0,7,Chile,0.0,1.0
5055,45.83333333333333,61.25,masc,25.0,0,8,Chile,28.951585096241608,1.0
5056,28.875,62.25,masc,22.0,83.0,8,Chile,100.0,1.0
5057,41.33333333333333,67.5,masc,31.0,0,7,Chile,57.74243492738485,0.0
5058,85.125,95.25,fem,25.0,50.0,8,Chile,68.46450367715288,0.0
5059,83.73333333333333,67.0,masc,36.0,10.0,7,Chile,16.888424639474273,1.0
5061,65.43333333333334,83.75,masc,69.0,79.0,7,Chile,55.219595221557086,2.0
5062,74.25,62.5,masc,32.0,38.0,7,Chile,0.0,2.0
5063,75.0,100.0,masc,36.0,0,8,Chile,0.0,1.0
5064,79.83333333333334,91.25,masc,42.0,0,7,Chile,0.0,2.0
5065,61.5,87.75,fem,24.0,0,8,Chile,0.0,2.0
5066,80.375,85.75,masc,52.0,45.0,7,Chile,45.84000973571588,1.0
5070,80.0,100.0,fem,45.0,0,7,Chile,0.0,2.0
5072,52.666666666666664,68.0,fem,30.0,0,7,Chile,74.14089301526536,1.0
5073,29.875,73.25,masc,35.0,0,7,Chile,83.6015419121195,2.0
5074,86.75,73.5,fem,29.0,0,7,Chile,51.435335662815426,1.0
5075,73.875,67.75,masc,31.0,0,7,Chile,45.84000973571588,1.0
5076,83.66666666666666,80.0,fem,27.0,0,8,Chile,38.60211346165548,1.0
5077,52.53333333333333,62.0,masc,28.0,0,7,Chile,67.83379375069593,1.0
5080,84.8,71.5,masc,28.0,0,7,Chile,57.111725000927905,2.0
5081,41.56666666666666,77.75,masc,37.0,0,7,Chile,0.0,1.0
5083,39.1,44.75,masc,26.0,62.0,7,Chile,80.44799227983478,1.0
5084,37.666666666666664,92.5,fem,21.0,40.0,8,Chile,69.0952136036098,1.0
5085,96.875,93.75,fem,40.0,22.0,7,Chile,0.0,1.0
5090,58.416666666666664,65.75,masc,23.0,8.0,8,Chile,38.60211346165548,1.0
5091,70.0,74.5,fem,27.0,20.0,7,Chile,24.126320913534673,2.0
5092,76.75,59.25,masc,33.0,82.0,7,Chile,53.9581753686432,1.0
5093,80.25,75.5,masc,27.0,12.0,7,Chile,50.173915809901544,1.0
5094,100.0,100.0,fem,54.0,100.0,8,Chile,0.0,2.0
5095,81.5,88.0,masc,40.0,10.0,7,Chile,50.173915809901544,1.0
5097,94.0,82.0,masc,42.0,100.0,7,Chile,0.0,2.0
5098,69.41666666666666,83.25,masc,22.0,0,7,Chile,0.0,1.0
5105,77.75,71.0,masc,59.0,0,7,Chile,0.0,2.0
5107,90.25,88.0,fem,41.0,11.0,7,Chile,0.0,1.0
5108,51.333333333333336,92.0,masc,24.0,72.0,7,Chile,0.0,2.0
5111,90.0,100.0,masc,30.0,0,8,Chile,28.951585096241608,1.0
5112,66.66666666666666,100.0,masc,51.0,0,7,Chile,58.373144853841794,1.0
5113,74.5,98.5,masc,30.0,0,7,Chile,0.0,0.0
5115,96.46666666666667,94.0,fem,24.0,23.0,7,Chile,41.01474555300894,1.0
5120,84.25,69.5,fem,39.0,0,7,Chile,36.18948137030201,2.0
5122,74.5,79.5,masc,68.0,16.0,8,Chile,0.0,1.0
5123,68.5,89.75,masc,25.0,0,8,Chile,26.538953004888143,2.0
5124,92.73333333333333,84.0,fem,57.0,24.0,7,Chile,0.0,1.0
5126,64.875,94.25,masc,27.0,71.0,7,Chile,67.83379375069593,1.0
5128,65.375,79.25,fem,30.0,73.0,8,Chile,69.72592353006675,2.0
5131,66.75,73.5,fem,19.0,73.0,7,Chile,33.776849278948546,1.0
5132,82.25,75.5,fem,28.0,42.0,7,Chile,33.776849278948546,2.0
5134,83.625,69.25,masc,18.0,0,7,Chile,0.0,1.0
5135,47.86666666666667,42.0,masc,48.0,76.0,7,Chile,59.63456470675568,0.0
5140,84.75,94.5,masc,18.0,0,7,Chile,0.0,1.0
5142,79.83333333333333,91.25,masc,37.0,0,7,Chile,0.0,2.0
5143,33.233333333333334,67.25,fem,34.0,0,7,Chile,62.78811433904039,1.0
5149,70.63333333333334,82.25,fem,36.0,83.0,8,Chile,14.475792548120804,2.0
5152,59.06666666666666,50.5,fem,18.0,0,7,Chile,52.06604558927236,0.0
5153,47.9,69.25,fem,24.0,14.0,7,Chile,74.14089301526536,1.0
5155,42.6,86.5,masc,28.0,14.0,8,Chile,68.46450367715288,0.0
5156,78.83333333333334,82.5,fem,49.0,54.0,7,Chile,50.80462573635848,2.0
5157,88.4,90.5,fem,47.0,0,7,Chile,0.0,0.0
5158,81.33333333333334,75.0,masc,26.0,0,7,Chile,33.776849278948546,1.0
5159,81.9,76.75,masc,35.0,100.0,7,Chile,41.01474555300894,2.0
5162,55.13333333333333,80.5,fem,54.0,74.0,7,Chile,78.55586250046395,1.0
5163,100.0,100.0,masc,43.0,0,7,Chile,0.0,2.0
5164,72.93333333333334,75.0,fem,32.0,27.0,7,Chile,36.18948137030201,1.0
5165,72.26666666666667,82.0,fem,30.0,0,7,Chile,9.65052836541387,1.0
5167,72.41666666666666,94.25,fem,34.0,14.0,7,Chile,57.111725000927905,1.0
5168,93.625,87.75,masc,59.0,0,7,Chile,2.4126320913534673,2.0
5169,75.125,77.25,masc,23.0,0,7,Chile,0.0,1.0
5172,70.8,58.5,fem,19.0,14.0,7,Chile,57.111725000927905,1.0
5173,81.53333333333333,71.5,masc,23.0,0,7,Chile,0.0,1.0
5174,90.3,83.25,masc,24.0,0,8,Chile,36.18948137030201,1.0
5175,46.53333333333334,73.0,masc,44.0,0,7,Chile,31.364217187595074,2.0
5176,49.625,99.25,fem,28.0,83.0,8,Chile,83.6015419121195,1.0
5177,71.625,93.25,masc,49.0,0,8,Chile,0.0,2.0
5178,75.125,66.25,fem,33.0,49.0,8,Chile,62.78811433904039,1.0
5180,83.16666666666667,99.75,fem,55.0,0,7,Chile,0.0,1.0
5181,91.66666666666666,100.0,masc,28.0,0,7,Chile,0.0,1.0
5182,70.75,66.5,masc,46.0,0,7,Chile,0.0,1.0
5183,69.25,72.0,masc,22.0,60.0,8,Chile,43.42737764436241,1.0
5185,55.1,55.25,masc,32.0,0,7,Chile,45.84000973571588,1.0
5186,82.875,65.75,fem,28.0,67.0,7,Chile,54.58888529510014,1.0
5189,71.56666666666666,80.75,fem,30.0,0,7,Chile,33.776849278948546,2.0
5191,75.0,100.0,masc,45.0,80.0,8,Chile,0.0,1.0
5193,43.75,75.0,fem,34.0,4.0,7,Chile,53.9581753686432,1.0
5194,82.93333333333334,79.5,fem,22.0,89.0,7,Chile,67.20308382423899,1.0
5196,64.36666666666666,62.25,masc,37.0,0,7,Chile,52.69675551572931,1.0
5197,73.23333333333333,85.25,fem,24.0,45.0,7,Chile,0.0,1.0
5198,58.625,75.75,fem,28.0,69.0,7,Chile,52.06604558927236,2.0
5199,75.56666666666666,69.75,masc,44.0,0,7,Chile,48.25264182706935,1.0
5201,56.83333333333333,55.25,masc,25.0,68.0,7,Chile,43.42737764436241,0.0
5202,59.9,78.25,fem,20.0,76.0,8,Chile,55.85030514801402,1.0
5204,83.5,85.0,masc,62.0,0,7,Chile,0.0,2.0
5205,68.125,76.75,fem,30.0,0,7,Chile,0.0,0.0
5207,50.16666666666667,72.25,masc,30.0,0,7,Chile,7.237896274060402,2.0
5208,94.33333333333334,92.0,fem,25.0,13.0,8,Chile,0.0,1.0
5209,87.5,100.0,masc,69.0,0,7,Chile,0.0,0.0
5210,100.0,100.0,fem,42.0,53.0,7,Chile,0.0,1.0
5211,75.1,73.25,masc,23.0,0,7,Chile,14.475792548120804,0.0
5215,80.63333333333334,79.75,fem,38.0,0,7,Chile,38.60211346165548,1.0
5216,50.5,75.5,fem,30.0,71.0,7,Chile,53.32746544218625,2.0
5217,83.25,91.5,fem,63.0,0,8,Chile,0.0,1.0
5218,96.1,90.25,fem,29.0,0,7,Chile,0.0,1.0
5219,73.0,59.0,fem,39.0,100.0,8,Chile,60.26527463321262,2.0
5221,73.5,87.75,fem,42.0,79.0,8,Chile,31.364217187595074,2.0
5222,34.375,84.75,masc,36.0,84.0,7,Chile,58.373144853841794,1.0
5223,58.6,73.5,masc,24.0,10.0,7,Chile,52.06604558927236,1.0
5224,73.56666666666666,55.75,masc,29.0,27.0,7,Chile,53.9581753686432,1.0
5225,28.333333333333332,97.5,masc,32.0,0,7,Chile,83.6015419121195,1.0
5226,39.0,74.0,fem,31.0,14.0,8,Chile,83.6015419121195,1.0
5227,76.0,92.0,masc,22.0,0,8,Chile,50.80462573635848,1.0
5228,45.266666666666666,85.5,masc,30.0,0,7,Chile,50.80462573635848,1.0
5231,90.13333333333333,83.5,masc,28.0,0,8,Chile,31.364217187595074,1.0
5232,46.91666666666667,65.75,masc,25.0,100.0,7,Chile,77.92515257400702,1.0
5234,75.0,70.5,fem,25.0,33.0,7,Chile,48.25264182706935,1.0
5235,28.125,93.75,masc,50.0,0,8,Chile,84.23225183857645,2.0
5237,85.0,79.0,masc,48.0,0,7,Chile,0.0,1.0
5238,53.6,74.5,masc,43.0,0,8,Chile,0.0,1.0
5239,67.93333333333334,90.0,masc,50.0,41.0,7,Chile,0.0,1.0
5241,72.5,69.75,fem,43.0,0,8,Chile,0.0,1.0
5243,52.8,59.5,masc,27.0,59.0,7,Chile,59.00385478029874,1.0
5244,76.26666666666667,89.5,fem,35.0,22.0,7,Chile,0.0,1.0
5245,70.75,73.0,masc,55.0,0,8,Chile,9.65052836541387,2.0
5247,77.06666666666666,66.5,fem,30.0,33.0,7,Chile,57.74243492738485,1.0
5248,81.25,76.5,fem,61.0,0,7,Chile,0.0,2.0
5249,70.13333333333333,84.0,fem,41.0,0,7,Chile,0.0,0.0
5250,59.375,70.75,masc,55.0,97.0,8,Chile,9.65052836541387,2.0
5251,66.06666666666666,61.0,masc,34.0,22.0,8,Chile,45.84000973571588,1.0
5252,64.83333333333333,87.75,masc,42.0,0,7,Chile,0.0,2.0
5253,70.33333333333333,76.5,masc,46.0,0,7,Chile,0.0,1.0
5255,77.66666666666667,74.0,fem,34.0,19.0,7,Chile,43.42737764436241,1.0
5257,65.375,79.75,masc,30.0,0,7,Chile,0.0,1.0
5260,88.13333333333333,76.0,fem,55.0,0,7,Chile,21.713688822181204,1.0
5261,84.0,93.0,masc,47.0,11.0,7,Chile,0.0,1.0
5262,23.066666666666663,73.5,masc,47.0,83.0,7,Chile,76.66373272109313,2.0
5265,61.375,60.75,fem,45.0,21.0,8,Chile,58.373144853841794,2.0
5266,49.266666666666666,17.5,fem,22.0,73.0,7,Chile,64.04953419195428,1.0
5272,75.93333333333334,68.5,fem,34.0,0,7,Chile,0.0,1.0
5274,76.625,83.25,masc,21.0,0,8,Chile,0.0,1.0
5276,35.8,35.5,masc,38.0,7.0,7,Chile,53.32746544218625,1.0
5277,73.33333333333333,100.0,fem,60.0,0,7,Chile,2.4126320913534673,1.0
5278,64.5,88.25,masc,46.0,0,7,Chile,0.0,1.0
5279,72.75,79.0,fem,24.0,12.0,8,Chile,38.60211346165548,1.0
5280,30.0,66.5,masc,40.0,65.0,8,Chile,77.29444264755007,2.0
5282,72.75,95.5,masc,50.0,0,7,Chile,0.0,0.0
5284,71.83333333333333,76.25,fem,35.0,74.0,7,Chile,52.06604558927236,1.0
5285,97.5,93.75,fem,55.0,79.0,8,Chile,31.364217187595074,1.0
5286,60.41666666666667,56.75,masc,23.0,35.0,7,Chile,69.0952136036098,1.0
5287,42.4,78.0,fem,49.0,57.0,8,Chile,67.20308382423899,1.0
5288,61.625,86.25,masc,27.0,0,8,Chile,0.0,1.0
5289,94.875,89.75,fem,32.0,0,7,Chile,0.0,2.0
5290,100.0,100.0,masc,29.0,0,7,Chile,0.0,1.0
5294,63.0,55.0,fem,46.0,5.0,7,Chile,26.538953004888143,2.0
5297,83.5,67.0,masc,25.0,65.0,8,Chile,52.06604558927236,2.0
5298,32.875,65.25,masc,34.0,71.0,7,Chile,81.70941213274867,2.0
5300,79.73333333333333,76.0,fem,48.0,0,7,Chile,43.42737764436241,1.0
5303,76.5,64.0,masc,53.0,0,7,Chile,0.0,0.0
5307,33.625,60.75,masc,46.0,77.0,7,Chile,76.66373272109313,2.0
5308,72.875,56.75,masc,28.0,0,7,Chile,50.173915809901544,1.0
5309,79.125,83.25,fem,45.0,0,7,Chile,33.776849278948546,1.0
5311,82.63333333333333,98.25,masc,54.0,0,7,Chile,26.538953004888143,2.0
5312,83.0,68.0,masc,39.0,0,8,Chile,0.0,2.0
5322,85.125,72.75,masc,23.0,0,7,Chile,19.30105673082774,0.0
5323,74.63333333333334,79.25,fem,37.0,12.0,7,Chile,53.32746544218625,2.0
5325,82.5,88.5,fem,54.0,3.0,7,Chile,9.65052836541387,0.0
5327,63.75,82.0,masc,52.0,0,7,Chile,41.01474555300894,0.0
5328,75.25,62.0,fem,44.0,43.0,8,Chile,60.895984559669564,2.0
5329,79.93333333333334,91.5,fem,39.0,52.0,7,Chile,0.0,1.0
5330,59.4,60.0,fem,25.0,9.0,7,Chile,67.20308382423899,1.0
5332,81.75,63.5,masc,49.0,70.0,8,Chile,0.0,2.0
5333,81.7,76.25,fem,44.0,0,7,Chile,0.0,2.0
5334,84.03333333333333,79.75,masc,20.0,9.0,7,Chile,21.713688822181204,1.0
5335,63.375,74.75,masc,54.0,26.0,7,Chile,33.776849278948546,1.0
5338,100.0,100.0,fem,35.0,0,7,Chile,0.0,1.0
5340,73.625,80.25,masc,24.0,0,7,Chile,0.0,1.0
5342,39.8,65.5,fem,32.0,40.0,7,Chile,61.5266944861265,2.0
5343,63.33333333333333,100.0,masc,52.0,0,8,Chile,0.0,0.0
5344,77.625,66.25,masc,42.0,0,8,Chile,45.84000973571588,1.0
5347,53.3,54.25,fem,53.0,41.0,7,Chile,53.9581753686432,1.0
5349,82.625,90.25,masc,43.0,26.0,8,Chile,0.0,2.0
5351,97.25,94.5,masc,52.0,100.0,7,Chile,0.0,0.0
5352,59.93333333333334,79.0,fem,23.0,0,7,Chile,0.0,1.0
5354,55.6,56.0,masc,34.0,50.0,7,Chile,66.57237389778204,1.0
5355,37.625,99.75,masc,60.0,0,7,Chile,0.0,2.0
5356,90.13333333333333,76.0,fem,29.0,16.0,7,Chile,57.111725000927905,1.0
5357,74.73333333333333,83.5,masc,33.0,0,7,Chile,19.30105673082774,1.0
5358,51.06666666666666,74.0,fem,34.0,73.0,8,Chile,56.48101507447097,1.0
5359,70.96666666666667,83.25,fem,61.0,15.0,7,Chile,43.42737764436241,1.0
5360,90.36666666666667,80.75,masc,29.0,4.0,7,Chile,4.825264182706935,2.0
5361,66.03333333333333,78.75,fem,29.0,31.0,8,Chile,26.538953004888143,1.0
5363,59.25,63.0,masc,21.0,67.0,7,Chile,65.94166397132511,0.0
5364,91.0,82.0,fem,32.0,100.0,7,Chile,0.0,1.0
5365,81.8,82.5,fem,20.0,25.0,8,Chile,0.0,0.0
5366,61.125,33.25,fem,21.0,30.0,7,Chile,59.00385478029874,1.0
5367,79.53333333333333,82.0,masc,22.0,0,7,Chile,31.364217187595074,0.0
5368,66.8,77.5,masc,30.0,0,7,Chile,12.063160456767337,2.0
5370,87.8,72.5,masc,23.0,53.0,7,Chile,33.776849278948546,1.0
5373,42.766666666666666,64.25,masc,27.0,95.0,7,Chile,41.01474555300894,1.0
5377,84.625,82.75,fem,34.0,0,7,Chile,50.80462573635848,1.0
5378,72.5,81.0,fem,50.0,100.0,7,Chile,0.0,1.0
5380,55.5,58.0,fem,34.0,0,8,Chile,9.65052836541387,0.0
5384,86.125,72.25,fem,47.0,12.0,7,Chile,26.538953004888143,0.0
5386,69.625,51.75,fem,35.0,53.0,7,Chile,53.32746544218625,2.0
5388,79.7,59.75,fem,40.0,15.0,7,Chile,0.0,2.0
5390,45.0,83.0,fem,61.0,0,7,Chile,69.0952136036098,2.0
5393,82.66666666666666,89.0,fem,44.0,0,7,Chile,0.0,1.0
5394,90.0,100.0,masc,31.0,0,7,Chile,53.32746544218625,1.0
5396,90.0,100.0,fem,28.0,64.0,7,Chile,0.0,1.0
5398,76.375,62.75,masc,48.0,0,8,Chile,41.01474555300894,2.0
5399,98.375,96.75,masc,39.0,0,8,Chile,0.0,2.0
5403,85.25,95.5,fem,35.0,0,8,Chile,0.0,2.0
5404,89.5,96.0,masc,35.0,0,7,Chile,0.0,2.0
5405,96.375,92.75,masc,36.0,0,7,Chile,41.01474555300894,1.0
5410,22.4,94.0,fem,40.0,86.0,7,Chile,100.0,1.0
5413,73.16666666666666,80.25,fem,36.0,0,7,Chile,0.0,2.0
5414,73.23333333333333,73.75,fem,25.0,16.0,7,Chile,2.4126320913534673,1.0
5415,77.25,74.0,fem,31.0,0,7,Chile,0.0,2.0
5416,44.375,52.25,masc,31.0,87.0,7,Chile,88.01651139731808,2.0
5417,86.25,92.5,fem,57.0,0,7,Chile,0.0,2.0
5418,80.6,76.5,fem,35.0,24.0,8,Chile,52.06604558927236,1.0
5419,63.0,70.5,masc,42.0,100.0,7,Chile,61.5266944861265,2.0
5420,45.375,84.75,masc,37.0,45.0,7,Chile,52.69675551572931,2.0
5422,61.66666666666667,87.5,fem,29.0,0,7,Chile,0.0,2.0
5423,33.083333333333336,66.75,fem,35.0,64.0,7,Chile,73.51018308880842,1.0
5425,36.33333333333333,39.5,masc,27.0,87.0,7,Chile,82.34012205920561,1.0
5426,48.083333333333336,73.75,masc,60.0,88.0,7,Chile,75.40231286817925,1.0
5427,46.625,42.75,fem,34.0,20.0,8,Chile,62.157404412583446,2.0
5428,46.8,64.0,fem,29.0,32.0,8,Chile,38.60211346165548,1.0
5429,74.375,75.25,fem,37.0,0,7,Chile,48.25264182706935,1.0
5430,79.75,83.5,fem,58.0,0,8,Chile,16.888424639474273,1.0
5432,34.5,78.5,masc,41.0,24.0,7,Chile,0.0,1.0
5433,85.875,96.75,fem,37.0,48.0,7,Chile,0.0,1.0
5437,89.25,88.5,masc,43.0,80.0,7,Chile,0.0,2.0
5438,87.33333333333334,96.0,masc,29.0,0,7,Chile,0.0,1.0
5440,51.96666666666666,58.25,masc,24.0,12.0,7,Chile,67.20308382423899,0.0
5441,91.41666666666666,84.25,fem,43.0,0,7,Chile,52.06604558927236,0.0
5442,42.833333333333336,81.25,masc,31.0,0,7,Chile,0.0,1.0
5443,86.33333333333334,94.5,fem,42.0,0,7,Chile,33.776849278948546,2.0
5446,58.75,82.5,masc,32.0,0,7,Chile,0.0,1.0
5447,61.625,70.75,fem,27.0,71.0,7,Chile,56.48101507447097,1.0
5448,70.125,66.75,masc,36.0,0,7,Chile,0.0,1.0
5449,74.66666666666667,76.0,masc,44.0,86.0,8,Chile,52.69675551572931,1.0
5451,35.03333333333334,84.75,masc,45.0,0,7,Chile,77.92515257400702,2.0
5454,69.96666666666667,61.75,fem,34.0,69.0,7,Chile,55.219595221557086,1.0
5455,67.93333333333334,65.5,fem,45.0,16.0,7,Chile,66.57237389778204,1.0
5457,87.5,100.0,fem,28.0,11.0,7,Chile,0.0,1.0
5461,47.25,76.5,masc,29.0,87.0,7,Chile,77.92515257400702,1.0
5462,66.7,69.75,fem,24.0,0,7,Chile,0.0,1.0
5463,76.93333333333334,84.5,masc,52.0,7.0,7,Chile,9.65052836541387,1.0
5466,81.125,87.75,fem,32.0,73.0,7,Chile,0.0,1.0
5467,87.1,92.75,fem,31.0,50.0,7,Chile,74.14089301526536,2.0
5469,70.26666666666667,81.5,fem,37.0,0,8,Chile,48.25264182706935,1.0
5470,42.75,57.0,fem,30.0,12.0,7,Chile,52.06604558927236,2.0
5471,77.8,74.0,masc,31.0,63.0,8,Chile,55.85030514801402,2.0
5472,42.0,59.0,masc,42.0,0,7,Chile,59.63456470675568,1.0
5473,73.33333333333334,100.0,masc,64.0,12.0,7,Chile,0.0,1.0
5474,75.25,79.5,fem,25.0,16.0,8,Chile,45.84000973571588,1.0
5475,60.96666666666667,64.25,fem,21.0,60.0,7,Chile,55.219595221557086,2.0
5478,72.625,79.75,masc,37.0,0,7,Chile,0.0,2.0
5480,79.25,83.5,masc,27.0,0,8,Chile,0.0,1.0
5482,91.33333333333334,81.5,fem,51.0,15.0,7,Chile,43.42737764436241,1.0
5483,28.133333333333336,64.5,masc,32.0,78.0,7,Chile,64.04953419195428,0.0
5485,80.0,100.0,masc,65.0,0,7,Chile,0.0,1.0
5489,84.33333333333334,76.0,fem,36.0,0,8,Chile,50.173915809901544,1.0
5490,67.83333333333334,42.75,masc,23.0,34.0,7,Chile,65.31095404486817,1.0
5491,38.53333333333333,47.5,masc,30.0,4.0,7,Chile,74.7716029417223,1.0
5492,45.83333333333333,72.75,fem,51.0,4.0,7,Chile,14.475792548120804,1.0
5493,68.375,38.75,fem,45.0,73.0,7,Chile,50.80462573635848,1.0
5500,74.75,92.5,fem,28.0,24.0,7,Chile,50.80462573635848,1.0
5501,76.86666666666667,72.0,fem,35.0,0,7,Chile,0.0,1.0
5502,81.63333333333333,70.75,fem,29.0,46.0,7,Chile,9.65052836541387,1.0
5503,87.5,100.0,masc,30.0,0,7,Chile,19.30105673082774,1.0
5505,67.5,69.25,fem,32.0,26.0,8,Chile,58.373144853841794,1.0
5507,73.83333333333333,76.25,masc,33.0,0,7,Chile,0.0,2.0
5508,73.125,81.25,masc,33.0,61.0,8,Chile,0.0,1.0
5510,75.0,100.0,masc,40.0,100.0,7,Chile,52.06604558927236,2.0
5512,36.5,56.75,masc,44.0,0,8,Chile,62.78811433904039,1.0
5516,75.0,95.0,fem,67.0,0,7,Chile,0.0,0.0
5520,87.5,100.0,fem,41.0,100.0,7,Chile,0.0,2.0
5521,34.5,72.5,masc,30.0,0,7,Chile,57.74243492738485,1.0
5522,58.66666666666667,82.0,fem,32.0,64.0,7,Chile,50.173915809901544,2.0
5523,33.9,61.75,fem,42.0,38.0,7,Chile,76.66373272109313,2.0
5525,75.16666666666667,69.5,masc,48.0,0,7,Chile,0.0,2.0
5526,66.2,70.5,masc,43.0,0,7,Chile,0.0,2.0
5527,67.375,36.25,fem,29.0,11.0,7,Chile,51.435335662815426,1.0
5528,86.75,86.0,fem,25.0,30.0,7,Chile,0.0,1.0
5529,75.0,100.0,masc,59.0,6.0,7,Chile,19.30105673082774,1.0
5531,79.75,81.0,masc,44.0,0,7,Chile,0.0,0.0
5532,83.7,92.25,fem,27.0,52.0,7,Chile,41.01474555300894,1.0
5533,84.5,88.75,masc,47.0,2.0,7,Chile,0.0,0.0
5534,80.0,100.0,fem,35.0,0,7,Chile,0.0,2.0
5536,93.76666666666667,86.75,masc,51.0,84.0,8,Chile,45.84000973571588,2.0
5537,75.25,60.75,fem,37.0,0,7,Chile,12.063160456767337,2.0
5540,79.625,80.75,masc,36.0,0,8,Chile,0.0,1.0
5541,90.0,95.0,fem,28.0,0,7,Chile,0.0,1.0
5542,83.375,91.75,fem,20.0,79.0,7,Chile,26.538953004888143,1.0
5544,51.766666666666666,65.75,fem,34.0,24.0,7,Chile,61.5266944861265,2.0
5547,30.1,99.75,fem,49.0,100.0,7,Chile,0.0,0.0
5548,77.33333333333334,78.0,masc,29.0,0,7,Chile,0.0,2.0
5551,71.25,71.0,fem,29.0,0,7,Chile,0.0,1.0
5552,70.23333333333333,76.75,masc,28.0,0,7,Chile,38.60211346165548,1.0
5553,49.6,73.0,masc,29.0,0,7,Chile,74.14089301526536,2.0
5558,75.25,71.5,fem,44.0,95.0,8,Chile,53.32746544218625,2.0
5559,76.875,80.75,masc,54.0,51.0,7,Chile,0.0,1.0
5563,75.0,100.0,masc,43.0,5.0,7,Chile,28.951585096241608,1.0
5566,51.766666666666666,87.75,masc,34.0,47.0,8,Chile,58.373144853841794,2.0
5567,89.93333333333334,85.5,masc,35.0,0,7,Chile,0.0,1.0
5568,100.0,100.0,masc,33.0,0,7,Chile,0.0,1.0
5569,73.33333333333334,100.0,fem,65.0,0,7,Chile,0.0,1.0
5570,74.125,98.25,masc,26.0,94.0,7,Chile,86.75509154440421,2.0
5571,82.0,95.0,fem,46.0,0,7,Chile,0.0,1.0
5573,80.2,69.5,fem,35.0,17.0,7,Chile,50.80462573635848,2.0
5576,79.83333333333333,94.75,masc,26.0,0,7,Chile,48.25264182706935,1.0
5577,76.5,75.75,masc,23.0,0,8,Chile,0.0,0.0
5579,70.76666666666667,64.25,fem,20.0,48.0,7,Chile,0.0,1.0
5580,51.3,81.25,masc,57.0,5.0,7,Chile,41.01474555300894,0.0
5581,41.0,71.5,masc,56.0,77.0,7,Chile,76.0330227946362,1.0
5585,49.666666666666664,78.0,fem,49.0,0,7,Chile,0.0,2.0
5587,89.0,78.0,fem,32.0,0,7,Chile,0.0,2.0
5588,81.75,88.5,masc,62.0,0,7,Chile,0.0,1.0
5589,65.375,87.25,masc,51.0,0,7,Chile,0.0,2.0
5591,77.25,55.0,masc,44.0,0,7,Chile,36.18948137030201,1.0
5593,50.75,85.5,fem,32.0,0,7,Chile,77.29444264755007,2.0
5595,94.23333333333333,88.75,masc,30.0,12.0,7,Chile,45.84000973571588,1.0
5597,70.2,99.5,fem,35.0,100.0,7,Chile,60.26527463321262,1.0
5598,56.43333333333334,68.75,fem,20.0,0,7,Chile,0.0,0.0
5599,97.0,95.5,masc,21.0,0,8,Chile,0.0,1.0
5600,70.7,69.25,masc,32.0,0,7,Chile,21.713688822181204,1.0
5601,87.1,68.75,fem,26.0,0,7,Chile,0.0,2.0
5603,35.75,47.0,fem,38.0,0,7,Chile,38.60211346165548,2.0
5604,92.25,86.25,masc,50.0,0,7,Chile,31.364217187595074,1.0
5605,49.625,80.25,fem,38.0,64.0,8,Chile,89.90864117668892,0.0
5606,63.56666666666666,51.75,masc,37.0,0,7,Chile,60.26527463321262,2.0
5607,48.56666666666666,81.25,masc,29.0,0,8,Chile,61.5266944861265,1.0
5608,77.26666666666667,70.5,masc,40.0,14.0,7,Chile,57.111725000927905,2.0
5609,73.73333333333333,78.0,fem,34.0,25.0,7,Chile,28.951585096241608,2.0
5610,67.375,90.25,fem,29.0,0,7,Chile,0.0,1.0
5611,57.25,51.0,fem,33.0,69.0,7,Chile,63.418824265497335,2.0
5612,68.0,71.5,masc,63.0,83.0,7,Chile,52.06604558927236,2.0
5614,74.4,86.0,fem,27.0,49.0,7,Chile,0.0,1.0
5615,61.375,75.25,masc,30.0,0,7,Chile,45.84000973571588,1.0
5616,80.36666666666667,79.25,fem,29.0,3.0,7,Chile,59.00385478029874,1.0
5617,69.875,60.75,fem,25.0,0,7,Chile,0.0,1.0
5618,81.375,87.75,fem,30.0,11.0,8,Chile,0.0,1.0
5622,89.5,79.0,fem,21.0,43.0,7,Chile,55.219595221557086,1.0
